citing_cluster_id,citing_url,citing_court_name,cited_cluster_id,cited_url,cited_court_name,cited_case_name_short,cited_case_name,cited_citations,expert,expert_label,expert_notes
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1094453,https://www.courtlistener.com/opinion/1094453/braswell-v-braswell/,Louisiana Court of Appeal,Braswell,Braswell v. Braswell,['494 So. 2d 1333'],,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1130459,https://www.courtlistener.com/opinion/1130459/fairchild-v-fairchild/,Louisiana Court of Appeal,Fairchild,Fairchild v. Fairchild,"['1989 WL 2794', '537 So. 2d 1260']",,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1616198,https://www.courtlistener.com/opinion/1616198/opry-v-opry/,Louisiana Court of Appeal,O'Pry,O'Pry v. O'Pry,['425 So. 2d 986'],,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1632529,https://www.courtlistener.com/opinion/1632529/velez-v-velez/,Louisiana Court of Appeal,Velez,Velez v. Velez,"['1989 WL 141494', '552 So. 2d 1271']",,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1693475,https://www.courtlistener.com/opinion/1693475/bordelon-v-dauzat/,Louisiana Court of Appeal,Bordelon,Bordelon v. Dauzat,['389 So. 2d 820'],,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1772937,https://www.courtlistener.com/opinion/1772937/overmier-v-traylor/,Supreme Court of Louisiana,Overmier,Overmier v. Traylor,['475 So. 2d 1094'],,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1798553,https://www.courtlistener.com/opinion/1798553/debetaz-v-debetaz/,Louisiana Court of Appeal,Debetaz,Debetaz v. Debetaz,['421 So. 2d 379'],,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1800474,https://www.courtlistener.com/opinion/1800474/barker-v-rust-engineering-co/,Supreme Court of Louisiana,Barker,Barker v. Rust Engineering Co.,['428 So. 2d 391'],,,
7654902,https://www.courtlistener.com/opinion/7654902/schoenfeld-v-schoenfeld/,Louisiana Court of Appeal,1900554,https://www.courtlistener.com/opinion/1900554/pechenik-v-pechenik/,Louisiana Court of Appeal,Pechenik,Pechenik v. Pechenik,['474 So. 2d 961'],,,
