citing_cluster_id,citing_url,citing_court_name,cited_cluster_id,cited_url,cited_court_name,cited_case_name_short,cited_case_name,cited_citations,expert,expert_label,expert_notes
1136388,https://www.courtlistener.com/opinion/1136388/barillas-v-carrion/,Louisiana Court of Appeal,1603726,https://www.courtlistener.com/opinion/1603726/bessard-v-state-dept-of-transp-and-development/,Supreme Court of Louisiana,Bessard,"Bessard v. State, Dept. of Transp. and Development","['1994 La. LEXIS 2890', '645 So. 2d 1134']",,,
1136388,https://www.courtlistener.com/opinion/1136388/barillas-v-carrion/,Louisiana Court of Appeal,1617897,https://www.courtlistener.com/opinion/1617897/youn-v-maritime-overseas-corp/,Supreme Court of Louisiana,Youn,Youn v. Maritime Overseas Corp.,"['1993 WL 335291', '1993 La. LEXIS 2475', '623 So. 2d 1257']",,,
1136388,https://www.courtlistener.com/opinion/1136388/barillas-v-carrion/,Louisiana Court of Appeal,1772937,https://www.courtlistener.com/opinion/1772937/overmier-v-traylor/,Supreme Court of Louisiana,Overmier,Overmier v. Traylor,['475 So. 2d 1094'],,,
1136388,https://www.courtlistener.com/opinion/1136388/barillas-v-carrion/,Louisiana Court of Appeal,1837503,https://www.courtlistener.com/opinion/1837503/bly-v-prudential-property-and-cas-ins/,Louisiana Court of Appeal,Bly,Bly v. PRUDENTIAL PROPERTY AND CAS. INS.,"['1991 WL 223794', '589 So. 2d 495']",,,
1136388,https://www.courtlistener.com/opinion/1136388/barillas-v-carrion/,Louisiana Court of Appeal,1870195,https://www.courtlistener.com/opinion/1870195/pitard-v-davis/,Louisiana Court of Appeal,Pitard,Pitard v. Davis,"['1992 WL 96138', '599 So. 2d 398']",,,
