citing_cluster_id,citing_url,citing_court_name,cited_cluster_id,cited_url,cited_court_name,cited_case_name_short,cited_case_name,cited_citations,expert,expert_label,expert_notes
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1094075,https://www.courtlistener.com/opinion/1094075/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,McClanahan,McClanahan v. McClanahan,"['2004 WL 324987', '868 So. 2d 844']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1099267,https://www.courtlistener.com/opinion/1099267/stobart-v-state-through-dotd/,Supreme Court of Louisiana,Stobart,Stobart v. State Through DOTD,"['1993 WL 112044', '617 So. 2d 880']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1102098,https://www.courtlistener.com/opinion/1102098/singletary-v-james/,Louisiana Court of Appeal,Singletary,Singletary v. James,"['2003 WL 246126', '838 So. 2d 115']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1107136,https://www.courtlistener.com/opinion/1107136/maggio-v-maggio/,Louisiana Court of Appeal,Maggio,Maggio v. Maggio,"['2008 WL 788559', '981 So. 2d 55']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1688811,https://www.courtlistener.com/opinion/1688811/verges-v-verges/,Louisiana Court of Appeal,Verges,Verges v. Verges,"['2002 WL 467833', '815 So. 2d 356']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1689090,https://www.courtlistener.com/opinion/1689090/sawyer-v-sawyer/,Louisiana Court of Appeal,Sawyer,Sawyer v. Sawyer,"['2001 WL 1345650', '799 So. 2d 1226']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1694296,https://www.courtlistener.com/opinion/1694296/mccorvey-v-mccorvey/,Louisiana Court of Appeal,McCorvey,McCorvey v. McCorvey,"['2006 WL 233396', '922 So. 2d 694']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1702933,https://www.courtlistener.com/opinion/1702933/thibodeaux-v-thibodeaux/,Louisiana Court of Appeal,Thibodeaux,Thibodeaux v. Thibodeaux,"['1996 WL 53825', '668 So. 2d 1269']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1799434,https://www.courtlistener.com/opinion/1799434/rosell-v-esco/,Supreme Court of Louisiana,Rosell,Rosell v. Esco,"['1989 WL 105105', '549 So. 2d 840']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1812040,https://www.courtlistener.com/opinion/1812040/dufresne-v-dufresne/,Louisiana Court of Appeal,Dufresne,Dufresne v. Dufresne,"['2008 WL 4255211', '992 So. 2d 579']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1860605,https://www.courtlistener.com/opinion/1860605/hudnall-v-hudnall/,Louisiana Court of Appeal,Hudnall,Hudnall v. Hudnall,"['2000 La.App. 1 Cir. 0330', '808 So. 2d 641']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1940225,https://www.courtlistener.com/opinion/1940225/ward-v-ward/,Louisiana Court of Appeal,Ward,Ward v. Ward,"['2005 WL 154339', '894 So. 2d 499']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,4994041,https://www.courtlistener.com/opinion/4994041/rutland-v-rutland/,Louisiana Court of Appeal,Rutland,Rutland v. Rutland,"['2013 La. App. LEXIS 1539', '2013 WL 3889250', '13 La.App. 5 Cir. 70', '121 So. 3d 776']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,5047398,https://www.courtlistener.com/opinion/5047398/vaccari-v-vaccari/,Supreme Court of Louisiana,Vaccari,Vaccari v. Vaccari,"['2010 WL 5029321', '2010 La. LEXIS 2825', '50 So. 3d 139']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,5051880,https://www.courtlistener.com/opinion/5051880/dufresne-v-dufresne/,Louisiana Court of Appeal,Dufresne,Dufresne v. Dufresne,"['2011 WL 1775890', '2011 La. App. LEXIS 547', '10 La.App. 5 Cir. 963', '65 So. 3d 749']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,5056301,https://www.courtlistener.com/opinion/5056301/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,McClanahan,McClanahan v. McClanahan,"['2011 WL 6822138', '2011 La. App. LEXIS 1624', '11 La.App. 5 Cir. 525', '82 So. 3d 530']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,7281572,https://www.courtlistener.com/opinion/7281572/ok-realty-co-v-john-a-juliani-inc/,Louisiana Court of Appeal,,"O.K. Realty Co. v. John A. Juliani, Inc.","['1924 La. App. LEXIS 4', '1 La. App. 1']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,7282193,https://www.courtlistener.com/opinion/7282193/ross-milling-co-v-giliberti/,Louisiana Court of Appeal,Giliberti,Ross Milling Co. v. Giliberti,"['1925 La. App. LEXIS 514', '3 La. App. 5']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,7283078,https://www.courtlistener.com/opinion/7283078/borden-aicklen-auto-supply-co-v-folse-service-station/,Louisiana Court of Appeal,,Borden-Aicklen Auto Supply Co. v. Folse Service Station,"['1927 La. App. LEXIS 320', '6 La. App. 1']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,7283715,https://www.courtlistener.com/opinion/7283715/canovsky-v-gehrsen/,Louisiana Court of Appeal,Canovsky,Canovsky v. Gehrsen,"['1927 La. App. LEXIS 649', '8 La. App. 5']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,7284351,https://www.courtlistener.com/opinion/7284351/associated-motors-inc-v-burk/,Louisiana Court of Appeal,Burk,"Associated Motors, Inc. v. Burk","['1929 La. App. LEXIS 374', '119 So. 451', '10 La. App. 5']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,7284665,https://www.courtlistener.com/opinion/7284665/mathes-v-schwing/,Louisiana Court of Appeal,Mathes,Mathes v. Schwing,"['1929 La. App. LEXIS 586', '123 So. 156', '11 La. App. 5']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,7758687,https://www.courtlistener.com/opinion/7758687/thibodeaux-v-thibodeaux/,Supreme Court of Louisiana,Thibodeaux,Thibodeaux v. Thibodeaux,"['1996 WL 193127', '1996 La. LEXIS 1061', '671 So. 2d 930']",,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,1589402,https://www.courtlistener.com/opinion/1589402/wooley-v-lucksinger/,Louisiana Court of Appeal,Wooley,Wooley v. Lucksinger,['14 So. 3d 311'],,,
5008354,https://www.courtlistener.com/opinion/5008354/mcclanahan-v-mcclanahan/,Louisiana Court of Appeal,2545411,https://www.courtlistener.com/opinion/2545411/smith-v-smith/,Louisiana Court of Appeal,,Smith v. Smith,"['2010 WL 99096', '2010 La. App. LEXIS 26', '8 La.App. 5 Cir. 575', '31 So. 3d 453']",,,
