citing_cluster_id,citing_url,citing_court_name,cited_cluster_id,cited_url,cited_court_name,cited_case_name_short,cited_case_name,cited_citations,expert,expert_label,expert_notes
6292777,https://www.courtlistener.com/opinion/6292777/in-re-the-accounting-of-cole/,New York Surrogate's Court,3622844,https://www.courtlistener.com/opinion/3622844/in-re-the-accounting-of-sickels/,New York Court of Appeals,Matter of Cameron,In Re the Accounting of Sickels,"['1938 N.Y. LEXIS 1309', '117 A.L.R. 1333', '278 N.Y. 352', '16 N.E.2d 362']",,,
6292777,https://www.courtlistener.com/opinion/6292777/in-re-the-accounting-of-cole/,New York Surrogate's Court,3639995,https://www.courtlistener.com/opinion/3639995/in-re-the-will-of-obrien/,New York Court of Appeals,Matter of O'Brien,In Re the Will of O'Brien,"['1940 N.Y. LEXIS 1252', '284 N.Y. 604', '29 N.E.2d 928']",,,
6292777,https://www.courtlistener.com/opinion/6292777/in-re-the-accounting-of-cole/,New York Surrogate's Court,3646175,https://www.courtlistener.com/opinion/3646175/in-re-the-accounting-of-nelson/,New York Court of Appeals,Matter of Neil,In Re the Accounting of Nelson,"['1924 N.Y. LEXIS 659', '34 A.L.R. 1245', '238 N.Y. 138', '144 N.E. 481']",,,
6292777,https://www.courtlistener.com/opinion/6292777/in-re-the-accounting-of-cole/,New York Surrogate's Court,5371170,https://www.courtlistener.com/opinion/5371170/in-re-the-final-judicial-settlement-of-the-account-of-proceedings-of-wenner/,Appellate Division of the Supreme Court of the State of New York,,In re the Final Judicial Settlement of the Account of Proceedings of Wenner,"['1908 N.Y. App. Div. LEXIS 2783', '110 N.Y.S. 694', '125 A.D. 358']",,,
6292777,https://www.courtlistener.com/opinion/6292777/in-re-the-accounting-of-cole/,New York Surrogate's Court,5381133,https://www.courtlistener.com/opinion/5381133/mcgoldrick-v-bodkin/,Appellate Division of the Supreme Court of the State of New York,McGoldrick,McGoldrick v. Bodkin,"['1910 N.Y. App. Div. LEXIS 2896', '125 N.Y.S. 101', '140 A.D. 196']",,,
6292777,https://www.courtlistener.com/opinion/6292777/in-re-the-accounting-of-cole/,New York Surrogate's Court,5398837,https://www.courtlistener.com/opinion/5398837/in-re-the-judicial-settlement-of-the-account-of-proceedings-of-llyod/,Appellate Division of the Supreme Court of the State of New York,,In re the Judicial Settlement of the Account of Proceedings of Llyod,"['1915 N.Y. App. Div. LEXIS 6528', '151 N.Y.S. 459', '14 Mills Surr. 379', '166 A.D. 1']",,,
6292777,https://www.courtlistener.com/opinion/6292777/in-re-the-accounting-of-cole/,New York Surrogate's Court,6289956,https://www.courtlistener.com/opinion/6289956/in-re-the-estate-of-obrien/,New York Surrogate's Court,,In re the Estate of O'Brien,"['1939 N.Y. Misc. LEXIS 1707', '11 N.Y.S.2d 174', '170 Misc. 792']",,,
