id,parent_court_id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,jurisdiction_name,jurisdiction_type,jurisdiction_state,parent_court_full_name,parent_court_id,note
kyd,usdistct,,,,,,2023-10-03T01:23:44.195Z,FALSE,FALSE,FALSE,228.5,D. Ky.,D. Kentucky,"District Court, D. Kentucky",,1789-09-24,1901-02-12,FD,"The United States District Court for the District of Kentucky was part of one of the original 13 courts established by the Judiciary Act of 1789, 1 Stat. 73, on September 24, 1789. At the time, Kentucky was not yet a state, but was within the territory of the state of Virginia. The District was unchanged when Kentucky became a state on June 1, 1792. On February 13, 1801, the Judiciary Act of 1801, 2 Stat. 89, abolished the U.S. district court in Kentucky, but the repeal of this Act restored the District on March 8, 1802, 2 Stat. 132. The District was subdivided into Eastern and Western Districts on February 12, 1901, by 31 Stat. 781.",Federal District,,,,,Not in use
kyed,usdistct,81,0,,,43,2023-10-03T01:23:44.211Z,TRUE,FALSE,FALSE,229,E.D. Ky.,E.D. Kentucky,"District Court, E.D. Kentucky",http://www.kyed.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Kentucky,Court of Appeals for the Sixth Circuit,ca6,
kywd,usdistct,83,1,all,,44,2023-10-03T01:23:44.222Z,TRUE,FALSE,FALSE,230,W.D. Ky.,W.D. Kentucky,"District Court, W.D. Kentucky",http://www.kywd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Kentucky,Court of Appeals for the Sixth Circuit,ca6,
lad,usdistct,,,,,,2023-10-03T01:23:44.234Z,FALSE,FALSE,FALSE,230.5,D. La.,D. Louisiana,"District Court, D. Louisiana",,1812-04-08,1881-03-03,FD,This court was divided and reunified multiple times.,Federal District,,,,,Not in use
laed,usdistct,85,1,all,,3L,2023-10-03T01:23:44.244Z,TRUE,FALSE,FALSE,231,E.D. La.,E.D. Louisiana,"District Court, E.D. Louisiana",http://www.laed.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Louisiana,Court of Appeals for the Fifth Circuit,ca5,
lamd,usdistct,87,1,"cmp,minutes,minutes-cr,order,order-cr,motion,respm,respm-cr",,3N,2023-10-03T01:23:44.253Z,TRUE,FALSE,FALSE,231.1,M.D. La.,M.D. Louisiana,"District Court, M.D. Louisiana",http://www.lamd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Louisiana,Court of Appeals for the Fifth Circuit,ca5,
lawd,usdistct,89,1,all,,36,2023-10-03T01:23:44.267Z,TRUE,FALSE,FALSE,231.2,W.D. La.,W.D. Louisiana,"District Court, W.D. Louisiana",http://www.lawd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Louisiana,Court of Appeals for the Fifth Circuit,ca5,
orld,usdistct,,,,,,2023-10-03T01:23:44.279Z,TRUE,FALSE,FALSE,235,D. Orleans,Orleans District Court,"District Court, Orleans",https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Orleans,1804-03-26,1812-04-08,FD,"From: https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts

On March 26, 1804, Congress organized the Territory of Orleans and created the United States District Court for the District of Orleans – the first time Congress provided a territory with a district court equal in its authority and jurisdiction to those of the states.[31] The United States District Court for the District of Louisiana was established on April 8, 1812, by 2 Stat. 701,[19][31] several weeks before Louisiana was formally admitted as a state of the union. The District was thereafter subdivided and reformed several times. It was first subdivided into Eastern and Western Districts on March 3, 1823, by 3 Stat. 774.[19][31]",Federal District,,,,,Not in use
med,usdistct,91,1,"order,order-cr",,0,2023-10-03T01:23:44.286Z,TRUE,FALSE,FALSE,239,D. Me.,D. Maine,"District Court, D. Maine",http://www.med.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Maine,Court of Appeals for the First Circuit,ca1,
mdd,usdistct,93,0,,,16,2023-10-03T01:23:44.295Z,TRUE,FALSE,FALSE,240,D. Maryland,D. Maryland,"District Court, D. Maryland",https://www.mdd.uscourts.gov/,,,FD,,Federal District,Federal,Maryland,Court of Appeals for the Fourth Circuit,ca4,
mad,usdistct,95,1,"answer,appeal,appeal-cr,charge-cr,cmp,detention-cr,discov,discov-cr,minutes,minute-cr,misc,misc-cr,mot2255,motion,notice,notice-cr,order,order-cr,plea-cr,respm,respm-cr,respoth,service,transfer,transer-cr,trial,trial-cr,waiver",,1,2023-10-03T01:23:44.315Z,TRUE,FALSE,FALSE,240.5,D. Mass.,D. Massachusetts,"District Court, D. Massachusetts",http://www.mad.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Massachusetts,Court of Appeals for the First Circuit,ca1,
michd,usdistct,,,,,,2023-10-03T01:23:44.333Z,FALSE,FALSE,FALSE,240.55,D. Mich.,D. Michigan,"District Court, D. Michigan",,1836-07-01,1863-02-24,FD,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,Federal District,,,,,Not in use
mied,usdistct,97,1,"answer,appeal,appeal-cr,charge-cr,cmp,motion,notice,notice-cr,order,order-cr,petition,petition-cr,respm,respm-cr,respoth,respp,respp-cr",,45,2023-10-03T01:23:44.343Z,TRUE,FALSE,FALSE,240.6,E.D. Mich.,E.D. Michigan,"District Court, E.D. Michigan",http://www.mied.uscourts.gov/,,,FD,,Federal District,Federal,Michigan,Court of Appeals for the Sixth Circuit,ca6,
miwd,usdistct,99,1,"order,order-cr,motion",,46,2023-10-03T01:23:44.363Z,TRUE,FALSE,FALSE,240.7,W.D. Mich.,W.D. Michigan,"District Court, W.D. Michigan",http://www.miwd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Michigan,Court of Appeals for the Sixth Circuit,ca6,
mnd,usdistct,101,1,"order,order-cr",,64,2023-10-03T01:23:44.372Z,TRUE,FALSE,FALSE,241,D. Minnesota,D. Minnesota,"District Court, D. Minnesota",http://www.mnd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Minnesota,Court of Appeals for the Eighth Circuit,ca8,
missd,usdistct,,,,,,2023-10-03T01:23:44.383Z,FALSE,FALSE,FALSE,241.1,D. Miss.,D. Mississippi,"District Court, D. Mississippi",,1818-04-03,1838-06-18,FD,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts#Mississippi,Federal District,,,,,Not in use
msnd,usdistct,103,0,,,37,2023-10-03T01:23:44.389Z,TRUE,FALSE,FALSE,241.12,N.D. Miss.,N.D. Mississippi,"District Court, N.D. Mississippi",http://www.msnd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Mississippi,Court of Appeals for the Fifth Circuit,ca5,
mssd,usdistct,105,1,all,,38,2023-10-03T01:23:44.396Z,TRUE,FALSE,FALSE,241.15,S.D. Miss.,S.D. Mississippi,"District Court, S.D. Mississippi",http://www.mssd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Mississippi,Court of Appeals for the Fifth Circuit,ca5,
mod,usdistct,,,,,,2023-10-03T01:23:44.407Z,FALSE,FALSE,FALSE,241.4,D. Mo.,D. Missouri,"District Court, D. Missouri",,1822-03-16,1857-03-03,FD,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts#Mississippi,Federal District,,,,,Not in use
moed,usdistct,107,1,all,,65,2023-10-03T01:23:44.413Z,TRUE,FALSE,FALSE,242,E.D. Mo.,E.D. Missouri,"District Court, E.D. Missouri",http://www.moed.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Missouri,Court of Appeals for the Eighth Circuit,ca8,
mowd,usdistct,109,1,"order,order-cr,motion",,66,2023-10-03T01:23:44.427Z,TRUE,FALSE,FALSE,242.1,W.D. Mo.,W.D. Missouri,"District Court, W.D. Missouri",http://www.mow.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Missouri,Court of Appeals for the Eighth Circuit,ca8,
mtd,,111,1,all,,77,2024-11-11T10:49:18.668Z,TRUE,TRUE,FALSE,242.19,D. Mont.,D. Montana,"District Court, D. Montana",http://www.mtd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Montana,Court of Appeals for the Ninth Circuit,ca9,
ned,usdistct,113,1,all,,67,2023-10-03T01:23:44.445Z,TRUE,FALSE,FALSE,242.2,D. Neb.,D. Nebraska,"District Court, D. Nebraska",http://www.ned.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Nebraska,Court of Appeals for the Eighth Circuit,ca8,
nvd,usdistct,115,1,all,,78,2023-10-03T01:23:44.457Z,TRUE,FALSE,FALSE,242.5,D. Nev.,D. Nevada,"District Court, D. Nevada",http://www.nvd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Nevada,Court of Appeals for the Ninth Circuit,ca9,
nhd,usdistct,117,1,all,,2,2023-10-03T01:23:44.479Z,TRUE,FALSE,FALSE,243,D.N.H.,D. New Hampshire,"District Court, D. New Hampshire",http://www.nhd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,New Hampshire,Court of Appeals for the First Circuit,ca1,
njd,usdistct,119,1,all,,12,2023-10-03T01:23:44.491Z,TRUE,FALSE,FALSE,243.5,D.N.J.,D. New Jersey,"District Court, D. New Jersey",http://www.njd.uscourts.gov/,1789-09-24,,FD,Lawbox,Federal District,Federal,New Jersey,Court of Appeals for the Third Circuit,ca3,
nmd,usdistct,121,1,"motion,order,order-cr,answer,appeal,appeal-cr,bankruptcy,cmp,inmate,minutes,misc,misccs,mot2255,notice-cr,reporter,reporter-cr,respm,respm-cr,respoth,service,transfer,transfer-cr,trial,trial-cr",,84,2023-10-03T01:23:44.503Z,TRUE,FALSE,FALSE,243.7,D.N.M.,D. New Mexico,"District Court, D. New Mexico",http://www.nmcourt.fed.us/web/DCDOCS/dcindex.html,,,FD,Lawbox,Federal District,Federal,New Mexico,Court of Appeals for the Tenth Circuit,ca10,
nyd,usdistct,,,,,,2023-10-03T01:23:44.516Z,FALSE,FALSE,FALSE,244.7,D. N.Y.,D. New York,"District Court, D. New York",,1789-09-24,1814-04-09,FD,,Federal District,,,,,Not in use
nyed,usdistct,123,1,all,,7,2023-10-03T01:23:44.528Z,TRUE,FALSE,FALSE,244.8,E.D.N.Y,E.D. New York,"District Court, E.D. New York",http://www.nyed.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,New York,Court of Appeals for the Second Circuit,ca2,
nynd,usdistct,125,1,"cmp,order,order-cr,motion",,6,2023-10-03T01:23:44.536Z,TRUE,FALSE,FALSE,244.9,N.D.N.Y.,N.D. New York,"District Court, N.D. New York",http://www.nynd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,New York,Court of Appeals for the Second Circuit,ca2,
nysd,usdistct,127,1,"adr,answer,appeal,appeal-cr,charge-cr,cmp,discov,discovery-cr,misc,misc-cr,misccs,mot2255,motion,notice,notice-cr,order,order-cr,respm,respm-cr,respoth,service,service-cr,transfer,transfer-cr,trial,trial-cr,waiver-cr,detention-cr,minutes,minutes-cr,plea",,8,2023-10-03T01:23:44.555Z,TRUE,FALSE,FALSE,245,S.D.N.Y.,S.D. New York,"District Court, S.D. New York",http://www.nysd.uscourts.gov/,,,FD,,Federal District,Federal,New York,Court of Appeals for the Second Circuit,ca2,
nywd,usdistct,129,0,,,9,2023-10-03T01:23:44.563Z,TRUE,FALSE,FALSE,245.05,W.D.N.Y.,W.D. New York,"District Court, W.D. New York",http://www.nywd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,New York,Court of Appeals for the Second Circuit,ca2,
nced,usdistct,131,1,all,,17,2023-10-03T01:23:44.583Z,TRUE,FALSE,FALSE,245.1,E.D.N.C.,E.D. North Carolina,"District Court, E.D. North Carolina",http://www.nced.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,North Carolina,Court of Appeals for the Fourth Circuit,ca4,
ncmd,usdistct,133,1,all,,18,2023-10-03T01:23:44.595Z,TRUE,FALSE,FALSE,245.15,M.D.N.C.,M.D. North Carolina,"District Court, M.D. North Carolina",http://www.ncmd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,North Carolina,Court of Appeals for the Fourth Circuit,ca4,
ncwd,usdistct,135,1,all,,19,2023-10-03T01:23:44.615Z,TRUE,FALSE,FALSE,245.2,W.D.N.C.,W.D. North Carolina,"District Court, W.D. North Carolina",http://www.ncwd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,North Carolina,Court of Appeals for the Fourth Circuit,ca4,
ndd,usdistct,137,0,,,68,2023-10-03T01:23:44.647Z,TRUE,FALSE,FALSE,245.3,D.N.D.,D. North Dakota,"District Court, D. North Dakota",http://www.ndd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,North Dakota,Court of Appeals for the Eighth Circuit,ca8,
ncd,usdistct,,,,,,2023-10-03T01:23:44.661Z,FALSE,FALSE,FALSE,245.5,D.N.C.,D. North Carolina,"District Court, D. North Carolina",,1790-06-04,1802-04-29,FD,,Federal District,,,,,Not in use
ohnd,usdistct,141,1,"cmp,order,order_cr,motion,charge_cr",,47,2023-10-03T01:23:44.671Z,TRUE,FALSE,FALSE,245.8,N.D. Ohio,N.D. Ohio,"District Court, N.D. Ohio",http://www.ohnd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Ohio,Court of Appeals for the Sixth Circuit,ca6,
ohsd,usdistct,143,1,all,,48,2023-10-03T01:23:44.687Z,TRUE,FALSE,FALSE,245.91,S.D. Ohio,S.D. Ohio,"District Court, S.D. Ohio",http://www.ohsd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Ohio,Court of Appeals for the Sixth Circuit,ca6,
ohiod,usdistct,,,,,,2023-10-03T01:23:44.703Z,TRUE,FALSE,FALSE,245.92,D. Ohio,D. Ohio,"District Court, D. Ohio",http://www.uscourts.gov/,1803-02-19,1855-02-10,FD,Lawbox,Federal District,,,,,Duplicate with specific District Courts Ohio
oked,usdistct,145,0,,,86,2023-10-03T01:23:44.723Z,TRUE,FALSE,FALSE,245.95,E.D. Okla.,E.D. Oklahoma,"District Court, E.D. Oklahoma",http://www.oked.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Oklahoma,Court of Appeals for the Tenth Circuit,ca10,
oknd,usdistct,147,0,,,85,2023-10-03T01:23:44.734Z,TRUE,FALSE,FALSE,245.99,N.D. Okla.,N.D. Oklahoma,"District Court, N.D. Oklahoma",http://www.oknd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Oklahoma,Court of Appeals for the Tenth Circuit,ca10,
okwd,usdistct,149,1,all,,87,2023-10-03T01:23:44.744Z,TRUE,FALSE,FALSE,246,W.D. Okla.,W.D. Oklahoma,"District Court, W.D. Oklahoma",http://www.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Oklahoma,Court of Appeals for the Tenth Circuit,ca10,
ord,usdistct,151,1,all,,79,2023-10-03T01:23:44.755Z,TRUE,FALSE,FALSE,247,D. Or.,D. Oregon,"District Court, D. Oregon",http://www.ord.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Oregon,Court of Appeals for the Ninth Circuit,ca9,
paed,usdistct,153,1,all,,13,2023-10-03T01:23:44.771Z,TRUE,FALSE,FALSE,247.9,E.D. Pa.,E.D. Pennsylvania,"District Court, E.D. Pennsylvania",http://www.paed.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Pennsylvania,Court of Appeals for the Third Circuit,ca3,
pamd,usdistct,155,0,,,14,2023-10-03T01:23:44.783Z,TRUE,FALSE,FALSE,247.95,M.D. Penn.,M.D. Pennsylvania,"District Court, M.D. Pennsylvania",http://www.pamd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Pennsylvania,Court of Appeals for the Third Circuit,ca3,
pawd,usdistct,157,1,"order,order-cr,motion,cmp",,15,2023-10-03T01:23:44.792Z,TRUE,FALSE,FALSE,248,W.D. Pa.,W.D. Pennsylvania,"District Court, W.D. Pennsylvania",http://www.pawd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Pennsylvania,Court of Appeals for the Third Circuit,ca3,
pennsylvaniad,usdistct,,,,,,2023-10-03T01:23:44.811Z,TRUE,FALSE,FALSE,248.1,D. Pa.,D. Pennsylvania,"District Court, D. Pennsylvania",http://www.uscourts.gov/,1789-09-24,1818-04-20,FD,"Lawbox

The United States District Court for the District of Pennsylvania was one of the original 13 courts established by the Judiciary Act of 1789, 1 Stat. 73, on September 24, 1789.[56][57] It was subdivided on April 20, 1818, by 3 Stat. 462,[56][57] into the Eastern and Western Districts, to be headquartered in Philadelphia and Pittsburgh, respectively.

https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts#Pennsylvania",Federal District,,,,,Duplicate with specific District Courts Pennsylvania
rid,usdistct,161,1,all,,3,2023-10-03T01:23:44.823Z,TRUE,FALSE,FALSE,248.5,D.R.I.,D. Rhode Island,"District Court, D. Rhode Island",http://www.rid.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Rhode Island,Court of Appeals for the First Circuit,ca1,
scd,usdistct,163,1,all,,20,2023-10-03T01:23:44.839Z,TRUE,FALSE,FALSE,248.6,D.S.C.,D. South Carolina,"District Court, D. South Carolina",http://www.scd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,South Carolina,Court of Appeals for the Fourth Circuit,ca4,
southcarolinaed,usdistct,,,,,,2023-10-03T01:23:44.851Z,TRUE,FALSE,FALSE,249,E.D.S.C.,E.D. South Carolina,"District Court, E.D. South Carolina",http://www.scd.uscourts.gov/,1823-02-21,1965-10-07,FD,Lawbox,Federal District,,,,,"Duplicate with District Court, South Carolina"
southcarolinawd,usdistct,,,,,,2023-10-03T01:23:44.867Z,TRUE,FALSE,FALSE,249.1,W.D.S.C.,W.D. South Carolina,"District Court, W.D. South Carolina",http://www.ncwd.uscourts.gov/,1823-02-21,1965-10-07,FD,Lawbox,Federal District,,,,,"Duplicate with District Court, South Carolina"
sdd,usdistct,165,1,all,,69,2023-10-03T01:23:44.883Z,TRUE,FALSE,FALSE,249.5,D.S.D.,D. South Dakota,"District Court, D. South Dakota",http://www.sdd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,South Dakota,Court of Appeals for the Eighth Circuit,ca8,
tned,usdistct,167,1,all,,49,2023-10-03T01:23:44.901Z,TRUE,FALSE,FALSE,249.6,E.D. Tenn.,E.D. Tennessee,"District Court, E.D. Tennessee",http://www.tned.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Tennessee,Court of Appeals for the Sixth Circuit,ca6,
tnmd,usdistct,169,1,"order,order-cr,motion",,50,2023-10-03T01:23:44.923Z,TRUE,FALSE,FALSE,249.7,M.D. Tenn.,M.D. Tennessee,"District Court, M.D. Tennessee",http://www.tnmd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Tennessee,Court of Appeals for the Sixth Circuit,ca6,
tnwd,usdistct,171,1,all,,51,2023-10-03T01:23:44.935Z,TRUE,FALSE,FALSE,249.8,W.D. Tenn.,W.D. Tennessee,"District Court, W.D. Tennessee",http://www.tnwd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Tennessee,Court of Appeals for the Sixth Circuit,ca6,
tennessed,usdistct,,,,,,2023-10-03T01:23:44.948Z,TRUE,FALSE,FALSE,249.9,D. Tenn.,D. Tennessee,"District Court, D. Tennessee",http://www.uscourts.gov/,1797-01-31,1839-06-18,FD,Lawbox,Federal District,,,,,"Duplicate with specific District Courts, Tennessee"
texd,usdistct,,,,,,2023-10-03T01:23:44.978Z,FALSE,FALSE,FALSE,249.95,D. Tex.,D. Texas,"District Court, D. Texas",,1845-12-29,1857-02-21,FD,https://en.wikipedia.org/wiki/List_of_former_United_States_district_courts,Federal District,,,,,Not in use
txed,usdistct,175,1,all,,40,2023-10-03T01:23:44.999Z,TRUE,FALSE,FALSE,250,E.D. Tex.,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Texas,Court of Appeals for the Fifth Circuit,ca5,
txnd,usdistct,177,1,"order,order-cr,charge-cr,cmp,answer",,39,2023-10-03T01:23:45.013Z,TRUE,FALSE,FALSE,250.1,N.D. Tex.,N.D. Texas,"District Court, N.D. Texas",http://www.txnd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Texas,Court of Appeals for the Fifth Circuit,ca5,
txsd,usdistct,179,1,all,,41,2023-10-03T01:23:45.026Z,TRUE,FALSE,FALSE,250.5,S.D. Tex.,S.D. Texas,"District Court, S.D. Texas",http://www.txs.uscourts.gov/,,,FD,,Federal District,Federal,Texas,Court of Appeals for the Fifth Circuit,ca5,
txwd,usdistct,181,1,all,,42,2023-10-03T01:23:45.034Z,TRUE,FALSE,FALSE,251,W.D. Tex.,W.D. Texas,"District Court, W.D. Texas",http://www.txwd.uscourts.gov/,,,FD,,Federal District,Federal,Texas,Court of Appeals for the Fifth Circuit,ca5,
utd,usdistct,183,1,"order,order-cr,motion",,88,2023-10-03T01:23:45.041Z,TRUE,FALSE,FALSE,251.1,D. Utah,D. Utah,"District Court, D. Utah",http://www.utd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Utah,Court of Appeals for the Tenth Circuit,ca10,
vtd,usdistct,185,1,all,,10,2023-10-03T01:23:45.053Z,TRUE,FALSE,FALSE,252,D. Vt.,D. Vermont,"District Court, D. Vermont",http://www.vtd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Vermont,Court of Appeals for the Second Circuit,ca2,
vad,usdistct,,,,,,2023-10-03T01:23:45.072Z,FALSE,FALSE,FALSE,278,D. Va.,D. Virginia,"District Court, D. Virginia",,1789-09-24,1819-02-04,FD,,Federal District,,,,,Not in use
vaed,usdistct,189,0,,,22,2023-10-03T01:23:45.079Z,TRUE,FALSE,FALSE,279,E.D. Va.,E.D. Virginia,"District Court, E.D. Virginia",http://www.vaed.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Virginia,Court of Appeals for the Fourth Circuit,ca4,
vawd,usdistct,191,1,all,,23,2023-10-03T01:23:45.085Z,TRUE,FALSE,FALSE,280,W.D. Va.,W.D. Virginia,"District Court, W.D. Virginia",http://www.vawd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Virginia,Court of Appeals for the Fourth Circuit,ca4,
washd,usdistct,,,,,,2023-10-03T01:23:45.095Z,FALSE,FALSE,FALSE,288,D. Wash.,D. Washington,"District Court, D. Washington",,1890-04-05,1905-03-02,FD,,Federal District,,,,,Not in use
waed,usdistct,195,1,all,,80,2023-10-03T01:23:45.106Z,TRUE,FALSE,FALSE,289,E.D. Wash.,E.D. Washington,"District Court, E.D. Washington",http://www.waed.uscourts.gov/,1905-03-02,,FD,Lawbox,Federal District,Federal,Washington,Court of Appeals for the Ninth Circuit,ca9,
wawd,usdistct,197,1,all,,81,2023-10-03T01:23:45.119Z,TRUE,FALSE,FALSE,290,W.D. Wash.,W.D. Washington,"District Court, W.D. Washington",http://www.wawd.uscourts.gov/,1905-03-02,,FD,Lawbox,Federal District,Federal,Washington,Court of Appeals for the Ninth Circuit,ca9,
wvad,usdistct,,0,,,,2023-10-03T01:23:45.135Z,FALSE,FALSE,FALSE,293,D. W.Va.,D. West Virginia,"District Court, D. West Virginia",,1864-06-11,1901-01-22,FD,,Federal District,,,,,Not in use
wvnd,usdistct,199,1,all,,24,2023-10-03T01:23:45.144Z,TRUE,FALSE,FALSE,294,N.D.W. Va.,N.D. West Virginia,"District Court, N.D. West Virginia",http://www.wvnd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,West Virginia,Court of Appeals for the Fourth Circuit,ca4,
wvsd,usdistct,201,1,all,,25,2023-10-03T01:23:45.163Z,TRUE,FALSE,FALSE,295,S.D.W. Va,S.D. West Virginia,"District Court, S.D. West Virginia",http://www.wvsd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,West Virginia,Court of Appeals for the Fourth Circuit,ca4,
wisd,usdistct,,,,,,2023-10-03T01:23:45.173Z,FALSE,FALSE,FALSE,296,D. Wis.,D. Wisconsin,"District Court, D. Wisconsin",,1848-05-29,1870-06-30,FD,,Federal District,,,,,Not in use
wied,usdistct,203,1,all,,57,2023-10-03T01:23:45.187Z,TRUE,FALSE,FALSE,297,E.D. Wis.,E.D. Wisconsin,"District Court, E.D. Wisconsin",http://www.wied.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Wisconsin,Court of Appeals for the Seventh Circuit,ca7,
wiwd,usdistct,205,1,all,,58,2023-10-03T01:23:45.198Z,TRUE,FALSE,FALSE,298,W.D. Wis.,W.D. Wisconsin,"District Court, W.D. Wisconsin",http://www.wiwd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Wisconsin,Court of Appeals for the Seventh Circuit,ca7,
wyd,usdistct,207,1,all,,89,2023-10-03T01:23:45.209Z,TRUE,FALSE,FALSE,299,D. Wyo.,D. Wyoming,"District Court, D. Wyoming",http://www.wyd.uscourts.gov/,,,FD,Lawbox,Federal District,Federal,Wyoming,Court of Appeals for the Tenth Circuit,ca10,
