cluster_id
152
160
341
473
486
657
775
1035
1177
1254
1376
1722
2146
2434
2470
4724
5140
5147
5256
5262
5311
5580
5760
6012
6157
6335
7175
7415
10670
11690
11693
12449
17015
19555
20710
24242
26273
26485
26488
27770
33971
34831
34997
35249
37860
38973
38975
39011
39536
42958
54860
56881
58270
62902
63248
68591
69218
69220
70431
70961
71025
71459
71542
71572
71632
72105
72191
72262
72682
72848
72943
72967
72971
73053
73215
73293
73464
73530
73573
73936
73956
74156
74232
74254
74430
74433
74540
75029
75888
76215
76406
76586
76677
76734
76884
77054
77487
77626
77659
77761
77969
78373
78465
78467
78585
78639
78665
78687
93904
94610
95169
95218
95387
95388
95393
95424
95530
95576
95591
95592
95594
95629
95666
95722
95739
95746
95751
95761
95770
95833
95854
95864
95870
95921
95997
96004
96016
96093
96123
96146
96213
96265
96280
96283
96335
96357
96380
96381
96393
96569
96591
96623
96633
96655
96679
96743
96787
96800
96812
96837
96868
96883
96885
96897
96905
96977
96990
97004
97006
97050
97059
97283
97289
97325
97326
97378
97396
97400
97420
97475
97555
97609
97631
97632
97651
97664
97741
97758
97768
97774
97776
97808
97886
97912
97936
97959
97963
97970
97975
97982
98002
98026
98032
98130
98158
98192
98210
98233
98236
98268
98278
98325
98388
98486
98512
98518
98550
98574
98600
98611
98637
98646
98652
98661
98687
98695
98702
98749
98802
98832
98938
98999
99046
99068
99071
99073
99155
99185
99206
99237
99282
99311
99338
99355
99390
99398
99425
99446
99452
99461
99467
99539
99541
99558
99566
99579
99650
99673
99675
99731
99807
99828
99866
99883
99899
99923
99932
99941
99959
99970
100052
100138
100167
100201
100216
100276
100292
100325
100361
100397
100403
100409
100449
100485
100511
100535
100562
100603
100612
100627
100704
100728
100730
100732
100764
100766
100771
100806
100859
100887
100897
100915
100950
100962
100986
100987
101029
101035
101061
101072
101092
101161
101169
101224
101318
101375
101405
101412
101445
101492
101559
101588
101591
101614
101625
101634
101642
101648
101671
101684
101705
101742
101762
101778
101817
101827
101833
101845
101852
101881
101894
101967
102002
102031
102036
102037
102084
102091
102109
102167
102169
102174
102181
102188
102196
102198
102219
102233
102252
102259
102324
102353
102366
102370
102400
102406
102478
102500
102538
102591
102592
102614
102624
102651
102662
102700
102726
102772
102831
102841
102876
102880
102956
102957
103033
103036
103052
103143
103172
103176
103193
103195
103197
103206
103247
103260
103265
103286
103299
103303
103307
103312
103324
103325
103328
103332
103346
103364
103395
103402
103420
103426
103438
103446
103447
103469
103476
103496
103542
103543
103544
103545
103546
103548
103549
103553
103609
103615
103617
103624
103633
103658
103674
103712
103720
103721
103732
103772
103786
103788
103794
103808
103828
103832
103833
103899
103911
103967
103975
103976
104001
104028
104103
104117
104149
104153
104171
104181
104209
104232
104258
104295
104319
104340
104347
104374
104391
104408
104415
104418
104433
104437
104442
104515
104550
104573
104618
104636
104681
104683
104711
104727
104748
104769
104781
104793
104833
104886
104889
104903
104905
104915
104918
104921
104950
104964
104965
104970
104973
104984
105012
105034
105041
105061
105068
105069
105078
105079
105080
105092
105106
105110
105123
105145
105171
105204
105205
105209
105223
105228
105230
105248
105254
105259
105261
105262
105273
105307
105347
105351
105358
105376
105394
105411
105433
105459
105480
105513
105515
105527
105531
105542
105549
105616
105659
105677
105691
105695
105697
105706
105710
105711
105727
105728
105800
105824
105830
105844
105845
105846
105871
105895
105905
105921
105934
105963
105984
106009
106106
106128
106130
106139
106164
106196
106235
106238
106261
106267
106281
106305
106331
106350
106401
106423
106447
106495
106548
106567
106575
106619
106628
106633
106636
106642
106658
106720
106721
106729
106761
106765
106787
106788
106806
106882
106948
106995
107013
107043
107086
107087
107116
107136
107154
107167
107349
107400
107450
107473
107490
107560
107589
107605
107649
107652
107655
107690
107713
107738
107745
107819
107825
107871
107874
107886
107981
108058
108084
108090
108092
108110
108138
108164
108175
108213
108231
108233
108257
108319
108323
108330
108344
108359
108395
108406
108420
108425
108444
108457
108486
108516
108532
108563
108610
108618
108621
108635
108649
108654
108658
108730
108754
108796
108811
108848
108902
108903
108969
108978
108997
109092
109095
109212
109222
109234
109303
109323
109359
109374
109462
109467
109499
109504
109505
109522
109530
109593
109611
109640
109642
109664
