cited_cluster_id,citing_cluster_id,citing_court_id
94400,1650940,cod
94400,1405323,scd
94400,1666439,kyctapp
94400,242310,cadc
94400,2182829,minn
94400,1792321,txwd
94400,1121592,calctapp
94400,1382399,nced
94400,1487513,dc
94400,1388489,kywd
94400,482904,ca8
94400,1675207,mdd
94400,336415,ca3
94400,1480607,southcarolinaed
94400,1253806,neb
94400,1907232,md
94400,1814357,vid
94400,1494644,dcd
94400,2127709,dcd
94400,1774969,tex
94400,2134822,laed
94400,1814001,dcd
94400,1493956,cadc
94400,1493426,cadc
94400,1899476,dcd
94400,2209817,mass
94400,1493763,cadc
94400,1422449,vid
94400,1495239,ca8
94400,1875228,lawd
94400,229364,ca9
94400,1483858,tned
94400,2239664,mass
94400,240543,ca10
94400,48282,ca5
94400,236284,cadc
94400,1437673,mdd
94400,233851,ca5
94400,2257426,calctapp
94400,350874,cadc
94400,252326,ca7
94400,252372,cadc
94400,248499,ca9
94400,1043718,vt
94400,264617,ca5
94400,2403345,nj
94400,2113393,illappct
94400,2266767,mdd
94400,2201835,illappct
94400,728294,ca6
94400,360483,ca5
94400,723969,ca7
94400,2129036,ill
94400,258127,cadc
94400,1457850,paed
94400,231855,ca7
94400,111547,scotus
94400,106628,scotus
94400,105142,scotus
94400,1510769,tennctapp
94400,1522369,cand
94400,5298808,calctapp
94400,110762,scotus
94400,110763,scotus
94400,2014135,sd
94400,1467313,tned
94400,268068,ca10
94400,5305571,calctapp
94400,273169,ca9
94400,2390269,scotus
94400,283802,cadc
94400,396893,ca3
94400,259837,ca5
94400,281021,ca9
94400,2007480,illappct
94400,1193022,nm
94400,303504,ca3
94400,254150,ca9
94400,1943147,casd
94400,294835,ca6
94400,112135,scotus
94400,109932,scotus
94400,109009,scotus
94400,1928640,md
94400,1981358,utd
94400,276431,ca7
94400,388169,cadc
94400,2039529,michctapp
94400,734840,ca9
94400,4009140,ohioctapp
94400,440454,ca3
94400,296325,cadc
94400,255933,ca5
94400,184339,cadc
94400,2594807,paed
94400,592154,ca9
94400,2380346,dcd
94400,476885,ca8
94400,2065870,dc
94400,2307775,md
94400,1961589,prd
94400,1957743,pa
94400,2388397,dcd
94400,1374080,wash
94400,1966388,txsd
94400,2301578,ctd
94400,2311673,casd
94400,2323217,dcd
94400,1982398,cacd
94400,1981159,michctapp
94400,1970835,pa
94400,1964974,rid
94400,2396533,del
94400,2265734,alnd
94400,2268081,calctapp
94400,2609603,orctapp
94400,4342720,ag
94400,2417223,dcd
94400,2510695,prd
94400,2416774,nmd
94400,289392,ca10
94400,4343170,ag
94400,2441953,dcd
94400,2327765,pa
94400,329772,ca9
94400,2275907,calctapp
94400,2379405,innd
94400,2356978,vaed
94400,2384675,delsuperct
94400,2354598,ilnd
94400,2362947,dcd
94400,2354479,pa
94400,323056,cadc
94400,291177,ca8
94400,4444332,ca11
94400,2827981,cadc
94400,352419,cadc
94400,4215088,vt
94400,3933414,nd
94400,4225250,wash
94400,320102,ca4
94400,2871117,texapp
94400,2871118,texapp
94400,4023685,ohioctapp
94400,4027632,ohio
94400,4068830,okla
94400,4079869,or
94400,332943,ca9
94400,3439156,iowa
94400,3457082,kyctapphigh
94400,3459197,kyctapphigh
94400,4342537,ag
94400,382951,ca4
94400,368254,ca9
94400,359656,ca6
94400,4571878,texapp
94400,380133,ca5
94400,384558,ca3
94400,388197,ca4
94400,369019,ca5
94400,440190,ca9
94400,428601,ca9
94400,375886,cadc
94400,6566749,mass
94400,421796,cadc
94400,441695,ca7
94400,4398233,mass
94400,4777921,washctapp
94400,414346,ca4
94400,446788,ca5
94400,480532,cadc
94400,481409,ca10
94400,489887,cadc
94400,437223,cadc
94400,497254,cadc
94400,495206,cadc
94400,110162,scotus
94400,109387,scotus
94400,104894,scotus
94400,484245,cadc
94400,1414667,hid
94400,1422703,calctapp
94400,1419142,vaed
94400,1400612,miwd
94400,565146,cadc
94400,1441651,mad
94400,127913,scotus
94400,1427816,wyo
94400,1475187,ca4
94400,2550098,fladistctapp
94400,224978,ca8
94400,226302,ca4
94400,1630916,paed
94400,1652603,michctapp
94400,1749596,dcd
94400,1755707,alnd
94400,1819262,rid
94400,1874857,njd
94400,1887354,dcd
94400,1876540,flsd
94400,303109,ca6
94400,1111667,calctapp
94400,1128011,cal
94400,1131979,cal
94400,1194359,cal
94400,1160582,arizctapp
94400,1195836,cal
94400,1319383,cal
94400,1304098,alaska
94400,1308316,wva
94400,1370763,mdd
94400,1367576,ord
94400,1435576,md
94400,2577483,paed
94400,1476852,pacommwct
94400,1474503,ca8
94400,1483226,mad
94400,1480294,cadc
94400,1513774,casd
94400,1494338,cadc
94400,1507518,cadc
94400,1501808,cadc
94400,1499122,ky
94400,1512011,cadc
94400,1521174,dc
94400,1612415,tned
94400,9448446,cadc
94400,9472375,cadc
94400,9987186,scotus
94400,10160904,or
94400,9866316,nysd
94400,2389682,nysd
94400,8942824,ca1
94400,335426,ca2
94400,103761,scotus
94400,7332430,wawd
94400,1490367,ca2
94400,1507366,ca2
94400,8890071,ca9
94400,6934477,nysd
94400,8831760,nysd
94400,288992,ca2
94400,8928153,ca9
94400,229364,ca9
94400,1128011,cal
94400,1195836,cal
94400,1194359,cal
94400,282678,ca2
94400,302266,ca2
94400,256346,ca2
94400,314939,ca2
94400,2004677,nyed
94400,2140731,nyed
94400,2361019,nysd
94400,2588917,ny
94400,2591453,nyappdiv
94400,2093945,nyed
94400,247017,ca9
94400,5682540,ny
94400,5670295,ny
94400,5670295,ny
94400,5674311,ny
94400,5893329,nyappdiv
94400,5675356,ny
94400,6328801,nyclaimsct
94400,6322433,nysupct
94400,7021427,ca2
94400,288992,ca2
94400,314939,ca2
94400,282678,ca2
94400,2591453,nyappdiv
94400,302266,ca2
94400,2588917,ny
94400,524269,ca2
94400,1526227,nysd
94400,8978973,ca2
94400,1319383,cal
94400,1855736,nysb
94400,716730,ca2
94400,716730,ca2
94400,793949,ca2
94400,4444332,ca11
94400,7021174,ca5
94400,8907941,ca5
94400,264617,ca5
94400,397403,ca5
94400,360483,ca5
94400,369019,ca5
94400,1774969,tex
94400,196121,ca1
94400,257788,ca1
94400,267556,ca1
94400,440322,ca1
94400,260392,ca1
94400,455932,ca1
94400,542856,ca1
94400,2963440,ca1
94400,267556,ca1
94400,440322,ca1
94400,9631012,ctd
94400,10197945,ohnd
94400,10197799,ohnd
94400,9706285,ksd
94400,9751036,mied
94400,9902003,ohnd
94400,9902194,ohnd
94400,9904178,ohnd
94400,9911150,ohsd
94400,728294,ca6
94400,9908454,ohsd
94400,127913,scotus
94400,1652603,michctapp
94400,1499122,ky
94400,1476852,pacommwct
94400,7355416,nmid
94400,7896145,cadc
94400,7896145,cadc
94400,8641019,ilclaimsct
94400,8675584,virginislands
94400,8669488,cnmitrialct
94400,8745103,wied
94400,8896245,cod
94400,8891600,arwd
94400,8898053,iasd
94400,8896598,nvd
94400,8895689,dcd
94400,8898312,ord
94400,8924835,ca3
94400,9326508,moed
94400,9342690,mowd
94400,111547,scotus
94400,110762,scotus
94400,110763,scotus
94400,112135,scotus
94400,112135,scotus
94400,476885,ca8
94400,497254,cadc
94400,497254,cadc
94400,441695,ca7
94400,482904,ca8
94400,1165566,wyo
94400,1427816,wyo
94400,1521174,dc
94400,4926491,wash
94400,4926733,wash
94405,1441569,cc
94405,875982,mont
94405,3539450,minn
94405,1551411,wawd
94405,768942,ca4
94405,3267279,ark
94405,3537164,minn
94405,3537806,minn
94405,3538480,minn
94405,3387763,fla
94405,3390089,fla
94405,3392831,fla
94405,3555565,mo
94405,3539781,minn
94405,1398111,dcd
94405,2172925,mass
94405,1699091,wis
94405,1688385,texapp
94405,2787574,or
94405,1805015,miwd
94405,2199570,pasuperct
94405,3472140,la
94405,1762396,michctapp
94405,3395043,fla
94405,3536089,minn
94405,224579,ca7
94405,3527315,mich
94405,1361515,wash
94405,3555496,mo
94405,1733588,michctapp
94405,1409807,or
94405,2386676,md
94405,710948,ca10
94405,340775,ca5
94405,3491990,md
94405,3584347,nj
94405,1544959,ca7
94405,3571601,nh
94405,1499914,ord
94405,2247219,calctapp
94405,1895909,md
94405,1443740,alaska
94405,1480076,laed
94405,1430665,txsd
94405,1568364,ohnd
94405,3270345,ark
94405,269610,cc
94405,1867130,wyd
94405,2296772,laed
94405,104652,scotus
94405,2304372,wied
94405,97421,scotus
94405,1906879,mich
94405,4205191,tex
94405,382174,ca10
94405,103241,scotus
94405,278880,cc
94405,1954922,wyd
94405,102963,scotus
94405,102402,scotus
94405,1475431,ca9
94405,284846,ca10
94405,1146741,wash
94405,1978917,mich
94405,285234,cc
94405,2384016,njsuperctappdiv
94405,112643,scotus
94405,2005361,mdd
94405,109868,scotus
94405,109662,scotus
94405,111942,scotus
94405,2785738,or
94405,109488,scotus
94405,2140713,mtd
94405,1183598,wash
94405,1183975,idaho
94405,2266866,txed
94405,1255447,ga
94405,778953,ca9
94405,1258657,alaska
94405,3281365,calctapp
94405,4027607,ohio
94405,4046216,okla
94405,2125286,southcarolinaed
94405,2034908,indctapp
94405,1281175,alaska
94405,2347729,nj
94405,2055946,njsuperctappdiv
94405,1307550,idaho
94405,2967213,ca4
94405,2289064,vaed
94405,4105883,ri
94405,4108079,ri
94405,1986348,nj
94405,2074331,sd
94405,2168126,calctapp
94405,6563931,mass
94405,3564138,mont
94405,2349495,cand
94405,2462772,scotus
94405,3279500,calctapp
94405,4211304,texcrimapp
94405,3290713,calctapp
94405,3286046,calctapp
94405,4218702,wash
94405,354386,ca9
94405,3304646,cal
94405,4220959,wash
94405,3909194,nc
94405,4219177,wash
94405,2857335,ca5
94405,4223864,wash
94405,329302,ca9
94405,3310755,coloag
94405,2611350,calctapp
94405,4232299,wisag
94405,2906315,ca5
94405,2899255,ca5
94405,4249778,cal
94405,3412562,haw
94405,3456807,kyctapphigh
94405,4359047,texag
94405,3487238,md
94405,3480906,la
94405,4720448,bta
94405,3484954,md
94405,3525969,mich
94405,355882,ca8
94405,4361081,texag
94405,4134750,texag
94405,4148941,texapp
94405,3301410,cal
94405,4161345,texapp
94405,4150630,texcrimapp
94405,3325052,conn
94405,4180990,texcrimapp
94405,3303583,cal
94405,368915,ca8
94405,3304232,cal
94405,380498,ca9
94405,374807,ca9
94405,3304022,cal
94405,4401764,pa
94405,483318,ca8
94405,475504,ca10
94405,4635066,texapp
94405,4635068,texapp
94405,98773,scotus
94405,101555,scotus
94405,106351,scotus
94405,96882,scotus
94405,98067,scotus
94405,99403,scotus
94405,98414,scotus
94405,101328,scotus
94405,95230,scotus
94405,97966,scotus
94405,94506,scotus
94405,100653,scotus
94405,103642,scotus
94405,100325,scotus
94405,96834,scotus
94405,104563,scotus
94405,99561,scotus
94405,104564,scotus
94405,1400590,ned
94405,1458490,cand
94405,5155150,pa
94405,5155151,pa
94405,1801239,cal
94405,1754843,akd
94405,1818257,txwd
94405,1802347,lactapp
94405,1755910,tned
94405,1870394,utd
94405,1849527,neb
94405,1138725,alaska
94405,1164437,colo
94405,1166510,oklacrimapp
94405,1192962,alaska
94405,1213863,alaska
94405,1198672,alaska
94405,1214942,wash
94405,1317724,alaska
94405,1370661,wawd
94405,1375169,cal
94405,1455145,mtd
94405,1473959,casd
94405,1493020,ca4
94405,882397,mont
94405,1624919,cc
94405,6569619,mass
94405,6690061,ca9
94405,1375169,cal
94405,7427331,calappdeptsuper
94405,110063,scotus
94405,110799,scotus
94405,110799,scotus
94405,110063,scotus
94405,110063,scotus
94405,10368048,alaskactapp
94405,3629946,ny
94405,3630997,ny
94405,3632524,ny
94405,3640595,ny
94405,3640595,ny
94405,3609681,ny
94405,3609681,ny
94405,5362326,nyappdiv
94405,5370106,nyappdiv
94405,5567134,nysupct
94405,5564470,nysupct
94405,1475431,ca9
94405,1909082,nysd
94405,6286263,nycountyct
94405,6289438,nynyccityct
94405,8909477,ca9
94405,8916786,ca9
94405,358911,ca2
94405,1891995,nysd
94405,5967093,nyappdiv
94405,6327915,nysupct
94405,6325232,nydistctsuffolk
94405,8919049,ca2
94405,7107529,ca9
94405,10460933,alaska
94405,6705246,vt
94405,6705470,vt
94405,6705987,vt
94405,5190083,texapp
94405,1688385,texapp
94405,1688385,texapp
94405,3218165,tex
94405,4205191,tex
94405,381350,ca1
94405,1971832,med
94405,2155331,med
94405,2190751,me
94405,5117614,me
94405,5118563,me
94405,5118443,me
94405,5119465,me
94405,6704064,conn
94405,10363018,tned
94405,5344590,colo
94405,5147516,pa
94405,2967213,ca4
94405,5326329,colo
94405,7034810,ca10
94405,8923061,ca10
94405,8953223,ca10
94405,111942,scotus
94405,112643,scotus
94405,882397,mont
94405,2034908,indctapp
94405,1138725,alaska
94405,1213863,alaska
94405,1255447,ga
94405,1443740,alaska
94405,1443740,alaska
94405,2462772,scotus
94405,4720448,bta
94405,4914335,wash
94405,4915047,wash
94405,4924518,wash
94405,4926435,wash
94405,4926997,wash
94405,4927186,wash
94405,5099818,fla
94405,5101254,fla
94405,5101941,fla
94405,5106635,wash
94405,5103565,fla
94405,5321187,wyo
94405,5337658,idaho
94405,5338313,idaho
94416,4718971,bta
94416,4718953,bta
94416,4709872,bta
94416,3421062,ill
94416,1545780,ca8
94416,1497101,ksd
94416,1087842,scotus
94416,1471920,ca7
94416,2281571,nj
94416,101762,scotus
94416,105210,scotus
94416,101894,scotus
94416,261818,ca9
94416,102371,scotus
94416,1178260,cal
94416,101632,scotus
94416,100916,scotus
94416,101731,scotus
94416,101733,scotus
94416,6552973,mass
94416,4047167,okla
94416,4055082,okla
94416,4066151,okla
94416,4106154,ri
94416,3309385,cal
94416,4225280,wash
94416,3301805,cal
94416,3307611,cal
94416,4072465,okla
94416,4070937,okla
94416,3244808,ala
94416,3442320,kyctapphigh
94416,98296,scotus
94416,95763,scotus
94416,94645,scotus
94416,101272,scotus
94416,95556,scotus
94416,97725,scotus
94416,94459,scotus
94416,95146,scotus
94416,95890,scotus
94416,100771,scotus
94416,99829,scotus
94416,100005,scotus
94416,96041,scotus
94416,1876609,cc
94416,1544034,ca4
94416,8848207,cand
94416,101913,scotus
94416,104641,scotus
94416,1178260,cal
94416,3597965,ny
94416,5411153,nyappdiv
94416,5455256,nyappdiv
94416,7024247,ca9
94416,4709189,bta
94416,4709872,bta
94416,4718953,bta
94416,4718971,bta
94416,5337494,idaho
94455,298606,ca8
94455,1498211,ca9
94455,1481390,ca9
94455,463600,ca6
94455,1482776,ca5
94455,1543628,ca4
94455,3362762,connsuperct
94455,1542602,ca4
94455,1572573,ded
94455,2052578,del
94455,1486176,ca7
94455,474866,ca6
94455,1255935,wva
94455,1392881,colo
94455,660286,ca10
94455,1645967,nd
94455,1665081,wiwd
94455,239675,ca5
94455,3413610,haw
94455,3419925,ill
94455,1707362,neb
94455,248567,ca9
94455,2477571,mssd
94455,28251,ca5
94455,1888131,njd
94455,3478438,la
94455,676114,ca8
94455,1485646,ca10
94455,235740,ca8
94455,3553468,mo
94455,3553468,mo
94455,1415184,mad
94455,1546074,ca9
94455,229347,ca9
94455,4879571,ca10
94455,1567397,ca8
94455,1502158,ca8
94455,257287,ca10
94455,1495865,ca7
94455,1492818,ca9
94455,251517,ca7
94455,1551277,ca3
94455,256928,ca8
94455,262694,ca9
94455,1509257,pawd
94455,1566231,ca8
94455,236950,ca5
94455,248835,ca10
94455,266267,ca10
94455,2281537,md
94455,1570201,dcd
94455,1510032,ca8
94455,1455948,nmctapp
94455,365877,ca4
94455,1455194,wied
94455,281123,ca5
94455,1476518,ca8
94455,106300,scotus
94455,1963139,conn
94455,1151246,fladistctapp
94455,102172,scotus
94455,1893363,wied
94455,101894,scotus
94455,274715,ca8
94455,108033,scotus
94455,1510616,ca8
94455,286717,ca6
94455,1978099,ill
94455,112659,scotus
94455,301934,ca3
94455,1931073,dc
94455,308624,ca6
94455,3969596,ohioctapp
94455,301251,cadc
94455,6552201,mass
94455,1283924,nc
94455,3963919,ohioctapp
94455,3972865,ohioctapp
94455,4007830,ohioctapp
94455,586869,ca6
94455,4042520,oklacrimapp
94455,275790,ca4
94455,4019018,ohioctapp
94455,4020204,ohioctapp
94455,4069301,okla
94455,4078416,oklacrimapp
94455,439117,ca7
94455,450759,ca7
94455,1939817,minn
94455,4088793,pa
94455,4088793,pa
94455,4098446,pasuperct
94455,2238815,mad
94455,2158652,delsuperct
94455,341419,ca9
94455,1938665,ala
94455,2079997,indctapp
94455,323432,ca6
94455,2256902,calctapp
94455,2521133,paed
94455,2348014,pamd
94455,3044844,ca11
94455,3199766,ohioctapp
94455,2653860,ca11
94455,762105,cadc
94455,330324,ca5
94455,3557583,mo
94455,3246969,alactapp
94455,327152,ca3
94455,4018714,ohioctapp
94455,4057307,oklacrimapp
94455,4081052,or
94455,4058830,oklacrimapp
94455,3412669,haw
94455,4070212,oklacrimapp
94455,4081832,or
94455,3239968,ala
94455,3249680,ala
94455,3255214,ariz
94455,3490550,md
94455,345639,ca9
94455,357283,ca9
94455,372630,ca10
94455,4419776,dcd
94455,421191,ca7
94455,4421969,nmctapp
94455,4453141,nmctapp
94455,97667,scotus
94455,97552,scotus
94455,94514,scotus
94455,100951,scotus
94455,501760,ca9
94455,553368,ca5
94455,187016,cadc
94455,184817,cadc
94455,1062391,vactapp
94455,1809610,alacrimapp
94455,1868894,ilnd
94455,1112041,nev
94455,1193565,alaska
94455,1182755,calctapp
94455,1346550,or
94455,1486107,ca8
94455,1498568,cadc
94455,1500834,ca5
94455,1542657,ca10
94455,1594381,alacrimapp
94455,1604377,wied
94455,6487435,pasuperct
94455,9451634,ca11
94455,8754045,mad
94455,2249317,nysd
94455,8887610,mad
94455,8836279,ca2
94455,8774986,ca9
94455,8833383,ca9
94455,8826836,ca9
94455,8810991,ca9
94455,98124,scotus
94455,8819799,ca9
94455,111404,scotus
94455,8828537,ca9
94455,8830612,ca9
94455,6687557,ca9
94455,8777142,ca2
94455,8779611,circtsdny
94455,8803527,nywd
94455,8812997,ca2
94455,1551223,ca2
94455,1472977,ca2
94455,1496420,ca2
94455,3616821,ny
94455,6959411,ca2
94455,7303727,nyed
94455,8839051,nyed
94455,8872514,nyed
94455,232558,ca2
94455,1420161,nywd
94455,248567,ca9
94455,6294027,nycountyct
94455,8798593,nyed
94455,8795648,nysd
94455,1458155,nysd
94455,6334497,nysupct
94455,501760,ca9
94455,6706036,vt
94455,8206709,vt
94455,6948155,ca5
94455,6972272,ca5
94455,6977810,ca5
94455,8840773,ca5
94455,8780565,ca5
94455,239675,ca5
94455,281123,ca5
94455,224331,ca1
94455,271810,ca1
94455,1487677,ca1
94455,1569614,ca1
94455,1569614,ca1
94455,1487677,ca1
94455,8826607,ca1
94455,7891876,conn
94455,7905490,connappct
94455,6870203,ohio
94455,7647482,alacrimapp
94455,8588407,prsupreme
94455,8667055,usafctmilrev
94455,112659,scotus
94455,4916667,wash
94455,4920454,wash
94455,5123156,dc
94455,5124589,dc
94455,5339525,idaho
94455,5339525,idaho
94455,5729637,ga
94506,1427122,cal
94506,2143956,okwd
94506,1202672,wyo
94506,322469,ca7
94506,1592875,wis
94506,1592476,wiwd
94506,1227466,wyo
94506,623760,ca10
94506,1240864,sd
94506,3539781,minn
94506,2006465,mich
94506,1805015,miwd
94506,236398,cadc
94506,1253018,alaska
94506,1361515,wash
94506,3562591,mont
94506,710948,ca10
94506,2229429,wis
94506,746267,ca8
94506,277199,ca9
94506,111516,scotus
94506,278676,cc
94506,103260,scotus
94506,107703,scotus
94506,1184157,wash
94506,110146,scotus
94506,4035882,oklaag
94506,4027607,ohio
94506,4041116,okla
94506,4041116,okla
94506,4048651,okla
94506,2125286,southcarolinaed
94506,4066604,okla
94506,4064310,oklacrimapp
94506,759493,ca7
94506,1307550,idaho
94506,2351244,ord
94506,2145189,minnctapp
94506,4223883,wash
94506,323735,ca9
94506,2085817,wis
94506,3562736,mont
94506,2361081,akd
94506,2857335,ca5
94506,4223864,wash
94506,4233570,wis
94506,4621280,scotus
94506,2906315,ca5
94506,4048121,oklacrimapp
94506,4048266,okla
94506,4065502,okla
94506,4047302,oklacrimapp
94506,2899255,ca5
94506,3019100,ca8
94506,4074030,okla
94506,338968,ca5
94506,3414672,idaho
94506,4719026,bta
94506,3525969,mich
94506,1376074,wyd
94506,98773,scotus
94506,584,ca7
94506,95758,scotus
94506,106352,scotus
94506,98283,scotus
94506,110295,scotus
94506,97687,scotus
94506,97448,scotus
94506,101335,scotus
94506,108754,scotus
94506,95166,scotus
94506,99154,scotus
94506,103642,scotus
94506,99232,scotus
94506,100325,scotus
94506,100040,scotus
94506,1734810,minnctapp
94506,1754843,akd
94506,1133552,wash
94506,1192446,nev
94506,1192962,alaska
94506,1228357,wash
94506,1214942,wash
94506,1362570,idaho
94506,1433269,wash
94506,1473959,casd
94506,6982299,ca9
94506,118273,scotus
94506,118273,scotus
94506,118273,scotus
94506,3609364,ny
94506,8891426,ca9
94506,6940221,ca2
94506,8907859,ca9
94506,4907494,wash
94506,5331361,wyo
94506,5331361,wyo
94506,6929392,cc
94506,7034810,ca10
94506,110295,scotus
94506,111516,scotus
94506,759493,ca7
94506,1734810,minnctapp
94506,4719026,bta
94506,4913253,wash
94506,4914335,wash
94506,4927186,wash
94506,5106635,wash
94515,1379263,ariz
94515,1624650,nced
94515,1164274,kanctapp
94515,1204865,ga
94515,852094,ind
94515,1478741,ca9
94515,2079778,md
94515,1472601,mdctspecapp
94515,2448489,ark
94515,2186583,ksd
94515,852113,ind
94515,2112490,pa
94515,298731,ca7
94515,1511732,ca10
94515,2191398,md
94515,1209460,nc
94515,469827,ca3
94515,1442774,md
94515,2110793,pa
94515,1442684,moed
94515,615295,ca11
94515,2383088,mdctspecapp
94515,1541212,pa
94515,2089242,mass
94515,2284012,md
94515,1387182,oklacrimapp
94515,2054784,mdctspecapp
94515,1520357,pa
94515,172262,ca10
94515,654265,ca9
94515,628500,ca9
94515,2092733,ill
94515,248000,ca9
94515,2052250,neb
94515,1585192,alacrimapp
94515,312385,ca5
94515,1263515,va
94515,2005023,texcrimapp
94515,322246,ca7
94515,2358418,pasuperct
94515,247524,ca8
94515,1060159,va
94515,316683,ca6
94515,1517058,md
94515,671520,ca4
94515,319790,ca9
94515,1235993,vactapp
94515,2192180,illappct
94515,793641,ca9
94515,1614639,minn
94515,664905,ca4
94515,4197236,texcrimapp
94515,1643307,minn
94515,474247,ca6
94515,682437,ca9
94515,1216765,alaska
94515,1821365,la
94515,2271812,calctapp
94515,1518292,texapp
94515,1550870,cadc
94515,2002711,md
94515,1517462,dc
94515,1570391,mied
94515,1491139,ca7
94515,1723971,mich
94515,2425543,texcrimapp
94515,3387603,fla
94515,482511,ca5
94515,1193789,ca6
94515,1302952,sd
94515,1665303,texcrimapp
94515,1995124,indctapp
94515,2440374,texcrimapp
94515,334880,ca6
94515,1632612,iowa
94515,1679646,ala
94515,778809,ca8
94515,1743952,fladistctapp
94515,1668978,mo
94515,2461223,texcrimapp
94515,778523,ca3
94515,1297310,michctapp
94515,1159909,oklacrimapp
94515,1534452,mo
94515,1526209,pa
94515,1356402,kanctapp
94515,2655989,calctapp
94515,2188026,pa
94515,1679800,texapp
94515,2185930,mtd
94515,701269,ca4
94515,1892014,mied
94515,1276631,alaska
94515,1534698,texapp
94515,334890,ca8
94515,2381990,md
94515,1824221,minn
94515,2189798,mdctspecapp
94515,861056,miss
94515,2166329,minn
94515,1892292,paed
94515,2134436,mowd
94515,340924,ca5
94515,2443521,texcrimapp
94515,1032787,nev
94515,2654848,haw
94515,240268,cadc
94515,1200931,ca6
94515,2195908,ri
94515,4873034,ca3
94515,677444,ca9
94515,2166394,del
94515,1028520,ca4
94515,2382021,pa
94515,2215721,mich
94515,1710600,ark
94515,2703768,ohioctapp
94515,1822701,alacrimapp
94515,1899465,conn
94515,3012147,ca3
94515,2221623,ill
94515,3556816,mo
94515,2613821,colo
94515,4878898,michctapp
94515,702802,ca4
94515,2220012,iowa
94515,1309678,colo
94515,1425567,nm
94515,3574423,nh
94515,1743024,la
94515,4458948,tenncrimapp
94515,335481,ca8
94515,241263,ca8
94515,336171,ca9
94515,505533,ca6
94515,1492893,cadc
94515,2202878,md
94515,2717176,washctapp
94515,1497434,ca7
94515,1506549,ky
94515,2223559,mass
94515,2280458,pa
94515,2222333,illappct
94515,247377,ca5
94515,890515,idahoctapp
94515,10580946,lactapp
94515,1506953,mdctspecapp
94515,1465003,md
94515,2260170,pa
94515,2700941,ohioctapp
94515,2011739,mass
94515,703202,ca8
94515,1447499,ared
94515,2710230,mich
94515,712919,ca4
94515,337923,ca7
94515,341564,ca9
94515,1909486,dc
94515,522216,ca6
94515,204774,ca9
94515,273579,ca4
94515,2259671,md
94515,248873,ca6
94515,237510,ca9
94515,1048985,tenncrimapp
94515,1910695,md
94515,363929,ca9
94515,3541644,miss
94515,1930192,minn
94515,1376393,or
94515,4957865,ca6
94515,2114180,minnctapp
94515,739703,ca6
94515,2735397,pasuperct
94515,1937795,md
94515,252613,ca8
94515,5063488,gactapp
94515,5091871,ca4
94515,2294800,pasuperct
94515,2260792,calctapp
94515,515781,ca8
94515,5095056,ca1
94515,1103895,fladistctapp
94515,259046,ca6
94515,363127,ca5
94515,532630,ca11
94515,383022,ca9
94515,2566990,nm
94515,278427,ca9
94515,365671,ca6
94515,106359,scotus
94515,3911658,nc
94515,1515718,md
94515,105860,scotus
94515,105996,scotus
94515,2460135,texcrimapp
94515,279272,ca5
94515,253618,ca4
94515,271746,ca8
94515,1150726,la
94515,271766,ca5
94515,1512262,texapp
94515,106273,scotus
94515,105542,scotus
94515,279659,cadc
94515,105594,scotus
94515,105597,scotus
94515,1923741,neb
94515,3036543,ca9
94515,2256113,calctapp
94515,1908266,mdctspecapp
94515,1634398,texcrimapp
94515,2025029,mass
94515,5294226,mont
94515,1143117,nmctapp
94515,110473,scotus
94515,1920967,md
94515,291508,ca7
94515,274653,ca9
94515,1921017,minn
94515,10363504,mass
94515,110465,scotus
94515,108729,scotus
94515,107978,scotus
94515,523181,ca7
94515,1467435,ilnd
94515,258554,ca7
94515,2758576,arizctapp
94515,283796,cadc
94515,109200,scotus
94515,109201,scotus
94515,1164027,cal
94515,109204,scotus
94515,1474525,ca5
94515,287333,ca5
94515,1926022,md
94515,299190,ca4
94515,1926763,ri
94515,122251,scotus
94515,284802,cadc
94515,284785,ca7
94515,1925812,mdctspecapp
94515,1994242,mdctspecapp
94515,2464491,tenncrimapp
94515,1906819,nj
94515,722572,ca7
94515,759724,ca7
94515,1632387,mo
94515,286121,ca3
94515,1999591,pa
94515,298250,ca10
94515,752093,ca7
94515,1208289,scctapp
94515,110681,scotus
94515,747623,ca6
94515,292379,ca10
94515,1215180,ga
94515,110714,scotus
94515,110731,scotus
94515,2014490,mass
94515,2116289,calctapp
94515,1217594,idaho
94515,111872,scotus
94515,2002148,mdctspecapp
94515,1116475,miss
94515,109894,scotus
94515,1220108,nev
94515,109694,scotus
94515,317102,ca5
94515,109695,scotus
94515,303424,ca4
94515,301178,ca7
94515,109677,scotus
94515,109891,scotus
94515,112155,scotus
94515,108469,scotus
94515,1234408,wyo
94515,2819545,gactapp
94515,392223,ca5
94515,574919,ca5
94515,156562,ca10
94515,108195,scotus
94515,109042,scotus
94515,109526,scotus
94515,108233,scotus
94515,110361,scotus
94515,109631,scotus
94515,383807,ca3
94515,422250,ca5
94515,397247,ca7
94515,382340,ca5
94515,3956376,ohioctapp
94515,1237521,nc
94515,3969648,ohioctapp
94515,410206,ca5
94515,315389,ca5
94515,310914,ca8
94515,2001344,pa
94515,3964437,ohioctapp
94515,2039881,indctapp
94515,2005276,texapp
94515,405066,ca3
94515,3955034,ohioctapp
94515,403402,ca11
94515,2054900,mdctspecapp
94515,407796,ca5
94515,2058900,pa
94515,1285723,sc
94515,2045703,illappct
