cited_cluster_id,citing_cluster_id,citing_court_id
85777,149585,scotus
85777,149649,scotus
85777,9400077,scotus
85777,10049692,scotus
85777,98917,scotus
85777,98917,scotus
85777,98917,scotus
85777,101913,scotus
85777,8171534,scotus
85777,149649,scotus
85777,122254,scotus
85777,111062,scotus
85911,105200,scotus
85911,122254,scotus
85911,103135,scotus
85911,111432,scotus
85911,2959739,scotus
85911,621090,scotus
85911,621044,scotus
85911,4492196,scotus
85911,4748670,scotus
85911,4749014,scotus
85911,4749015,scotus
85911,106757,scotus
85911,111062,scotus
85911,103624,scotus
85911,6480696,scotus
85911,7686272,scotus
85911,101913,scotus
85911,2959739,scotus
85911,122254,scotus
85911,111062,scotus
85911,111432,scotus
86014,102224,scotus
86014,101894,scotus
86014,108472,scotus
86014,108223,scotus
86014,118299,scotus
86014,802971,scotus
86014,118111,scotus
86014,108751,scotus
86014,803270,scotus
86014,103557,scotus
86014,103557,scotus
86014,803270,scotus
86014,118111,scotus
86014,118299,scotus
86090,105789,scotus
86090,112481,scotus
86090,110212,scotus
86090,110212,scotus
86113,1446533,scotus
86113,104700,scotus
86113,107219,scotus
86113,102996,scotus
86113,102428,scotus
86113,110744,scotus
86113,1933842,scotus
86113,100926,scotus
86113,110115,scotus
86113,2620695,scotus
86113,1794340,scotus
86113,109580,scotus
86113,109580,scotus
86113,109580,scotus
86113,110744,scotus
86188,4879558,scotus
86188,102873,scotus
86188,104696,scotus
86188,105363,scotus
86188,106729,scotus
86188,105835,scotus
86188,105270,scotus
86188,105125,scotus
86188,105689,scotus
86188,102288,scotus
86188,102345,scotus
86188,112564,scotus
86188,108819,scotus
86188,1116658,scotus
86188,101604,scotus
86188,103091,scotus
86188,102817,scotus
86188,137006,scotus
86188,109877,scotus
86188,112135,scotus
86188,111710,scotus
86188,110077,scotus
86188,107492,scotus
86188,108166,scotus
86188,110885,scotus
86188,103426,scotus
86188,111091,scotus
86188,111094,scotus
86188,104528,scotus
86188,110245,scotus
86188,91030,scotus
